,Time,Price
434380,2013-04-23 14:25:00,14681.9
434381,2013-04-23 14:26:00,14687.7
434382,2013-04-23 14:27:00,14685.4
434383,2013-04-23 14:28:00,14685.4
434384,2013-04-23 14:29:00,14683.1
434385,2013-04-23 14:30:00,14675.1
434386,2013-04-23 14:31:00,14673.9
434387,2013-04-23 14:32:00,14670.4
434388,2013-04-23 14:33:00,14677.5
434389,2013-04-23 14:34:00,14674.9
434390,2013-04-23 14:35:00,14677.3
434391,2013-04-23 14:36:00,14678.5
434392,2013-04-23 14:37:00,14676.2
434393,2013-04-23 14:38:00,14677.4
434394,2013-04-23 14:39:00,14678.5
434395,2013-04-23 14:40:00,14684.3
434396,2013-04-23 14:41:00,14680.8
434397,2013-04-23 14:42:00,14679.6
434398,2013-04-23 14:43:00,14680.8
434399,2013-04-23 14:44:00,14681.9
434400,2013-04-23 14:45:00,14678.5
434401,2013-04-23 14:46:00,14687.8
434402,2013-04-23 14:47:00,14685.5
434403,2013-04-23 14:48:00,14685.5
434404,2013-04-23 14:49:00,14686.7
434405,2013-04-23 14:50:00,14685.5
434406,2013-04-23 14:51:00,14687.8
434407,2013-04-23 14:52:00,14687.9
434408,2013-04-23 14:53:00,14689.1
434409,2013-04-23 14:54:00,14690.3
434410,2013-04-23 14:55:00,14691.4
434411,2013-04-23 14:56:00,14690.2
434412,2013-04-23 14:57:00,14690.1
434413,2013-04-23 14:58:00,14692.6
434414,2013-04-23 14:59:00,14692.6
434415,2013-04-23 15:00:00,14693.7
434416,2013-04-23 15:01:00,14692.6
434417,2013-04-23 15:02:00,14694.9
434418,2013-04-23 15:03:00,14698.3
434419,2013-04-23 15:04:00,14694.9
434420,2013-04-23 15:05:00,14693.7
434421,2013-04-23 15:06:00,14699.6
434422,2013-04-23 15:07:00,14699.6
434423,2013-04-23 15:08:00,14693.7
434424,2013-04-23 15:09:00,14696.1
434425,2013-04-23 15:10:00,14698.4
434426,2013-04-23 15:11:00,14704.2
434427,2013-04-23 15:12:00,14703.0
434428,2013-04-23 15:13:00,14705.5
434429,2013-04-23 15:14:00,14703.2
434430,2013-04-23 15:15:00,14698.5
434431,2013-04-23 15:16:00,14704.5
434432,2013-04-23 15:17:00,14702.2
434433,2013-04-23 15:18:00,14703.3
434434,2013-04-23 15:19:00,14703.3
434435,2013-04-23 15:20:00,14702.2
434436,2013-04-23 15:21:00,14703.3
434437,2013-04-23 15:22:00,14705.8
434438,2013-04-23 15:23:00,14706.9
434439,2013-04-23 15:24:00,14709.3
434440,2013-04-23 15:25:00,14706.9
434441,2013-04-23 15:26:00,14709.2
434442,2013-04-23 15:27:00,14709.4
434443,2013-04-23 15:28:00,14709.4
434444,2013-04-23 15:29:00,14713.9
434445,2013-04-23 15:30:00,14715.1
434446,2013-04-23 15:31:00,14716.2
434447,2013-04-23 15:32:00,14713.9
434448,2013-04-23 15:33:00,14713.9
434449,2013-04-23 15:34:00,14713.9
434450,2013-04-23 15:35:00,14712.8
434451,2013-04-23 15:36:00,14711.6
434452,2013-04-23 15:37:00,14712.8
434453,2013-04-23 15:38:00,14716.2
434454,2013-04-23 15:39:00,14715.1
434455,2013-04-23 15:40:00,14715.1
434456,2013-04-23 15:41:00,14712.8
434457,2013-04-23 15:42:00,14707.0
434458,2013-04-23 15:43:00,14708.2
434459,2013-04-23 15:44:00,14707.0
434460,2013-04-23 15:45:00,14709.3
434461,2013-04-23 15:46:00,14709.3
434462,2013-04-23 15:47:00,14708.2
434463,2013-04-23 15:48:00,14709.3
434464,2013-04-23 15:49:00,14715.2
434465,2013-04-23 15:50:00,14717.5
434466,2013-04-23 15:51:00,14714.0
434467,2013-04-23 15:52:00,14714.1
434468,2013-04-23 15:53:00,14713.1
434469,2013-04-23 15:54:00,14716.5
434470,2013-04-23 15:55:00,14711.9
434471,2013-04-23 15:56:00,14715.5
434472,2013-04-23 15:57:00,14710.9
434473,2013-04-23 15:58:00,14714.4
434474,2013-04-23 15:59:00,14719.0
434475,2013-04-23 16:00:00,14717.8
434476,2013-04-23 16:01:00,14717.8
434477,2013-04-23 16:02:00,14717.8
434478,2013-04-23 16:03:00,14717.8
434479,2013-04-23 16:04:00,14717.8
434480,2013-04-23 16:05:00,14717.8
434481,2013-04-23 16:06:00,14717.8
434482,2013-04-23 16:07:00,14717.8
434483,2013-04-23 16:08:00,14717.8
434484,2013-04-23 16:09:00,14717.8
434485,2013-04-23 16:10:00,14717.8
434486,2013-04-23 16:11:00,14717.8
434487,2013-04-23 16:12:00,14717.8
434488,2013-04-23 16:13:00,14717.8
434489,2013-04-23 16:14:00,14717.8
